recordid,title,author,place,year,language,subject
1.90E+13,"The Hvmble petition of the inhabitants of the countie of Essex, who ... have subscribed and presented to the committee of the House of Commons at Grocers-hall in London, Ian. 18. 1641. Which was accompanied by knights, gentlemen, and others of good quality ... to ... the House of Commons in Parliament. The humble petition of the knights, gentlemen, ministers, and other inhabitants in the county of Essex",NULL,London,1641,English,Politics Great Britain
1.90E+13,"The Names of such members of the Commons House of Parliament, as have already subscribed in persuance of the act of Parliament, for the speedy reducing of the rebels, and the future peace and safety of this kingdome (a worke tending much to the glory of Almighty God, and the succour and reliefe of our distressed brethren in Ireland) together with the summes they have severally under-written",NULL,London,1642,English,Politics Great Britain
1.90E+13,"The speech of Sr. Edw. Turnor, Kt. speaker of the honorable House of Commons, to the kings most excellent Majesty, delivered on Monday the nineteenth day of May, 1662. at the prorogation of the Parliament",NULL,London,1662,English,Politics Great Britain
1.90E+13,"To the honorable the House of Commons, now assembled in Parliament. The humble petition of the inhabitants of Watford, in the county of Hertford",NULL,London,1642,English,Politics Great Britain
1.90E+13,"To the Honovrable the Knights, citizens and Burgesses of the Commons house assembled in Parliament. The humble petition of the high sheriffe, knights, esquiers, gentlemen, ministers, freeholders, and inhabitants of the county of Sussex",NULL,London,1642,English,Politics Great Britain
1.90E+13,Tractatus foederis ad pacem publicam stabiliendam ... Treaty of alliance [between Great Britain and France] for settling the publick peace. Signed at London July 22/ August 2. 1718,NULL,London,1718,English,Politics Great Britain
1.90E+13,"Treaty of mutual defence between the most serene and most potent prince Charles VI. Emperor of Germany, &c. and the most serene and most potent prince George, by the grace of God, King of Great Britain, France and Ireland. Defender of the faith, &c. concluded at Westminster on the 25th of May 1716",NULL,London,1718,English,Politics Great Britain
1.90E+13,"Two letters from his majesty. The one to the speaker of the Commons assembled in Parliament. The other to his excellencie the Lord Generall Monck. With his majesties declaration inclosed. Together with the resolve of the house thereupon. Read in the House of Commons assembled in Parliament, Tuesday May 1, 1660",NULL,London,1660,English,Politics Great Britain
1.90E+13,"Two letters sent from Amsterdam, and read in both Houses of Parliament the 11. of the present Iune: discovering to the Parliament, what courses are there taken for the raising of ammunition to be sent to the North: With the list of the particulars of the ammunition",NULL,London,1642,English,Politics Great Britain
1.90E+13,"Votes and addresses of the honourable House of commons assembled in Parliament, made this present year 1673, concerning Popery and other grievances",NULL,[n.p.],1673,English,Politics Great Britain
1.90E+13,"A seasonable expostulation with the Netherlands. Declaring their ingratitude to, and the necessity of their agreement with the Common-wealth of England","Osborne, Francis",Oxford,1652,English,Politics Great Britain
1.90E+13,"Old 掓sop at White-hall, giving advice to the young 掓sops at Tunbridge and Bath: or, some fables relating to government. By a person of what quality you please",Person of what quality you please,London,1698,English,Politics Great Britain
1.90E+13,Reasons for a war with France,"Pittis, William",London,1715,English,Politics Great Britain
1.90E+13,The history of the present Parliament,"Pittis, William",London,1711,English,Politics Great Britain
19010129S00500,An enquiry into the miscarriages of the four last years reign- 8th ed,"Povey, Charles",London,1714,English,Politics Great Britain
1.90E+13,"An inquiry into the miscarriages of the four last years reign ... Presented to the freeholders of Great Britain, against the next election of a new Parliament. The fifth edition","Povey, Charles",London,1714,English,Politics Great Britain
1.90E+13,"The moderator expecting svdden peace, or, certain ruine. Directed by reason, arising out of the consideration of what hath already happened, our present condition, and the most likely consequents of these","Povey, Thomas",London,1643,English,Politics Great Britain
1.90E+13,"The substance of a speech made in the House of commons by Wil. Prynn ... on Munday the fourth of December, 1648","Prynne, William",London,1649,English,Politics Great Britain
1.90E+13,"A remonstrance or declaratjon; presented, to the honourable House of commons: concerning the grievances of the kingdome","Pym, John",London,1643,English,Politics Great Britain
1.90E+13,"A speech delivered at a conference with the Lords. January XXV, MDCXLI. By occasion of the petitions from the citie of London, and the counties of Middlesex, Essex, and Hertford; Published by order of the House of Commons. Whereto are annexed two orders of the said House. The one, containing the thankes of the hovse, given to those of Hertfordshire. The other, for punishing of those who printed a false copie of that petition, and other libellous pamphlets","Pym, John",London,1641,English,Politics Great Britain
1.90E+13,"A Collection of hymns and poems, for the use of the October Club","Sacheverell, Henry",London,1711,English,Politics Great Britain
1.90E+13,"The character of a Popish successor, and what England may expect from such a one. First printed about the year 1680. And now reprinted, with a preface containing the reasons of it","Settle, Elkanah",London,1712,English,Politics Great Britain
1.90E+13,"The character of a Popish successour, and what England may expect from such a one. Humbly offered to the consideration of both houses of Parliament, appointed to meet at Oxford, on the one and twentieth of March, 1680/1","Settle, Elkanah",London,1681,English,Politics Great Britain
1.90E+13,"Two speeches. I. The Earl of Shaftsbury's speech in the House of lords the 20th. of October, 1675. II. The D. of Buckinghams speech in the House of lords the 16th. of November 1675. Together with the protestation, and reasons of several lords for the dissolution of this Parliament; entred in the lords journal the day the Parliament was prorogued, Nov. 22d. 1675","Shaftesbury, Anthony Ashley Cooper, Earl of",Amsterdam,1675,English,Politics Great Britain
1.90E+13,"A discourse of the rise & power of parliaments, of law's, of courts of judicature, of liberty, property, and religion, of the interest of England in reference to the defines of France; of taxes and of trade. In a letter from a gentleman in the country to a member of Parliament","Sheridan, Thomas",[n.p.],1677,English,Politics Great Britain
1.90E+13,"A learned discourse on various subjects, viz. of the rise and power of Parliaments. Of laws, of courts of judicature, of liberty, property, and religion, of taxes, trade and of the interest of England in reference to France","Sheridan, Thomas",London,1685,English,Politics Great Britain
