name, birth_loc, pocc, marriage, lastname
Coleman John , Ashwellthorpe Norfolk,,,John
Noyes Robert,,,,Robert
Thompson W H,,,,W
Craikshanks Peter ,,,,Peter
Cornish Thomas,,,,Thomas
Bethune Thomas,,,,Thomas
Buggin James,,,,James
Hughes Philip , St Lawrence Exeter,Capt,,Philip
Dean Thomas,,,,Thomas
Clifford Robert,,,,Robert
Rump Matthew Smith , Elsing Norfolk,,,Matthew
Simpson Duncan,,,,Duncan
Lowther Henry,,,,Henry
Garnault Gerard,,,,Gerard
Isacke Robert Matthew , Greenwich,,m 15 Sep 1829 Birkhill= Fife= Matilda Scrimegour dau of Henry Scrimegour Wedderburn Esq Mary Harriet bap 30 Apr 1832 Matthew Henry George b 5 Sep 1834,Robert
Robinson Edward,,,,Edward
Rosewell James,,,,James
Cox John Richard , St Luke's Chelsea Middx,victualler,m 3 Jul 1819 St James Clerkenwell= London= Margaret Hannah Billarn,John
James James,,,,James
Taylor William , Staveley Cartmel Lanes,esq,,William
Crichton John,,,,John
Wiles Robert,,,,Robert
Potter Robert,,,,Robert
Cole Robert C,,,,Robert
Burchell William,,,,William
Newall David Rae, Scotland,,,David
Waugh George,,,,George
Waters Thomas Swan ,,,,Thomas
Robinson Benjamin H,,,,Benjamin
Pritchard Matthew,,,,Matthew
Sutton David , St Mary the Virgin Dover,,,David
Price William Mitchell , London,,,William
Allen Alexander,,,,Alexander
Stannard William,,,,William
Werry Nathaniel ,,,,Nathaniel
Downman John ,,,,John
Lyne Edmund Lawrence (180 9_), St Marylebone London,,,Edmund
Hepburn William,,,,William
Hastings William , Alnwick Northumberland,,,William
Hall Robert ,,,,Robert
Elliott John,,,,John
Bush James,,,,James
Graves John,,,,John
Warden James,,,,James
Peacock Eustace,,,,Eustace
Dawney Thomas , Aylesbury Bucks,,,Thomas
Storm William Wood,,,,William
Beckley John,,,,John
Dick Samuel,,,,Samuel
Dawson Jacob,,,,Jacob
Midwinter William,,,,William
Levy John , Broad St Bldgs St Mary Woolnoth London,merchant,,John
Thayer William,,,,William
Newman William,,,,William
Acland Thomas Palmer ,Fairfield Somerset,,,Thomas
Hardwick John,,,,John
Dutton Matthias,,,,Matthias
Woolters Marmaduke,,,,Marmaduke
Mintorn William,,,,William
Welsh William Gilby,,,,William
Matthews William,,,,William
Dugdale Samuel , Dissenters' Congregation Exeter,,,Samuel
Kestwick John,,,,John
Turnbull Peter ,,,,Peter
Dolman James,,,,James
Sedgwick Harry,,,,Harry
Glover Edward ,,,,Edward
Tucker Francis F,,,,Francis
Probyn Thomas ,,,,Thomas
Pamflet Thomas ,,,,Thomas
Winde Thomas,,,,Thomas
Randy Roger,,,,Roger
Brayner James,,,,James
Parson Edward,,,,Edward
Rivers William ,,,,William
Souter James,,,,James
Haggard Thomas , Cottered Herts,,,Thomas
King Hugh , Sileby Leics,,,Hugh
Lutey Theophilus ,England,,,Theophilus
Beard James ,,,,James
Mathews Faithful ,,,,Faithful
Prideaux Jonathan,,,,Jonathan
Rickards John , Birlingham Worcs,,,John
Campbell Duncan ,  St Dunstan_in_the_East London,,,Duncan
Dunne John ,,,,John
Hickes Edward,,,,Edward
Gilbert John,,,,John
Bowe John,,,,John
Burleigh or Burley Charles,,,,or
Cowan George , England,,,George
Gray Joseph,,,,Joseph
Wassell William,,,,William
Wickham James,,,,James
Leigh Peter,,,,Peter
Cook John ,,,,John
Teed R B,,,,R
Maule Thomas ,,,m 27 Feb 1785 on board WINTERTON= Sarah Grindale= passenger,Thomas
Norval Joseph , AbbotshaU Fife,,,Joseph
Palmer James Robins , England,,,James
Boultbee Edward Moore , Rotherby Leics,esq,,Edward
Lofthouse Alvares,,,,Alvares
Frost Henry,,,,Henry
Mackinlay John (180M, Cumnodc Ayrshire,,,John
Beale Benjamin ,,,,Benjamin
Lutwyche John Lawrence , in British garrison of New York,,,John
Kitson Isaac,,,,Isaac
White Peter,,,,Peter
Hedges Frederick , Islington London,,,Frederick
Turner Charles , St Nicholas' Rochester,,,Charles
James Peter,,,,Peter
Cunningham Ninian ,,,,Ninian
Gillespy John , St Andrew's Holborn London,,,John
Argent James Underwood ,St Martin's Colchester,,,James
Milne Peter , Upper Borlunce Knocklands Elgin,,,Peter
Cheape Alexander,,,,Alexander
Brown Thomas ,,,,Thomas
Gwilt Alfred , Southwark,,,Alfred
Butler William,,,,William
Daniell Walter,,,,Walter
Colome Thomas,,,,Thomas
Reay Robert , Wexford,,,Robert
Court T R,,,,T
Frost Edward,,,,Edward
Williams Oliver ,,,,Oliver
Wilmer John ,,,,John
Perrin Henry,,,,Henry
Page Thomas , St Mary's Whitechapel London,,,Thomas
Dale John,,,,John
Gibson Mtchell , Edinburgh,merchant,,Mtchell
Benson James,,,,James
Bullman Joseph,,,,Joseph
Evans Evan,,,,Evan
Godfrey William ,[Great Yarmouth ?] sic,,,William
McAllister David,,,,David
Bythewood John Kingston , Melcombe Regis Dorset,,,John
Salusbury Robert , Graveley Herts,rector,,Robert
Macauley Francis ,,,,Francis
Sims Robert,,,,Robert
Hulme Zephaniah,,,,Zephaniah
Cummin John,Westmoreland,,,John
Roberts Samuel,,,,Samuel
Forrest David,,,,David
Bringloe John,,,,John
Eshelby H L,,,,H
Ficklin Thomas J,,,,Thomas
Luhorne Albert,,,,Albert
Griffin William,,,,William
Stewart James Mackenzie,,,,James
Heron George , Kirkcaldy,,,George
Strange Alexander,,,,Alexander
Hatton Matthias,,,,Matthias
Seymour Benjamin,,,,Benjamin
Johnson Theophilus Hearsey,,,,Theophilus
Phillips Thomas ,,,,Thomas
Spellman John,,,,John
Hyrnes John,,,,John
Pigott Charles,,,,Charles
Eyres William,,,,William
Townsend Nathaniel,,,,Nathaniel
Bowman David , Forfar Angus,,,David
Hodgkinson Charles,,,,Charles
White Francis,,,,Francis
Lawtie George,,,,George
Robertson George ,Scotland,,,George
Hopkins Robert,,,,Robert
Dundas Charles, Alloa Scotland,,,Charles
Bamfield John ,,,,John
Glass John ,,,,John
Haddox Leonard,,,,Leonard
Higgins John , Carrick_on_Suir co Tipperary,,,John
Hutton Allen ,,,,Allen
Swordfeger Charles,,,,Charles
Freke William,,,,William
Price Samuel,,,,Samuel
Bezoil William,,,,William
Rooke John,,,,John
Austin John,,,,John
Hill RK,,,,RK
Baker Sampson jun,,,,Sampson
Easton William ,,,,William
Willoughby Anthony ,,,,Anthony
Tween John Arman , Ware Herts,,,John
Nicholls Thomas,,,,Thomas
Mallison John ,,,,John
Prower William,,,,William
Hall Moses,,,,Moses
Nesham Thomas,,,,Thomas
Sewell Samuel,,,,Samuel
Newnam Charles ,,,,Charles
Heigham Richard,,,,Richard
Spicer John,,,,John
Sheppard William ,England,,,William
Collett John ,,,,John
Christie Samuel,,,,Samuel
Champion Charles , Lindfield Sussex,esq,,Charles
Amsden John,,,,John
Sanderson James,,,,James
Passwater Peter,,,,Peter
Mayne John Rayner , Dublin,,,John
Swan Robert,,,,Robert
Westcott William , Barnstaple Devon,,,William
Duncan Peter , Crathie,,,Peter
Guthrie R D,,,,R
Pistor Rober,,,,Rober
Richardson Edward,,,,Edward
Bowen William,,,,William
Ingledon John,,,,John
Scott Hugh , Lassuden St Boswell Roxburghs,,,Hugh
Condy Alexander,,,,Alexander
Hamilton Archibald , Coylton Ayrshire,,,Archibald
Wolcott James,,,,James
Oakes John,,,,John
Vandenburg Henry,,,,Henry
Farmery John,,,,John
Withers Francis John , Napton Norfolk,,,Francis
McRae Alexander,,,,Alexander
Peers Philip,,,,Philip
Ryan W,,,,W
Lagard George ,,,,George
Pascall William Larkins ,England,,,William
Roulet David,,,,David
Lindeman Henry , St Martin_in_the_Fields London,,,Henry
Wood Alexander,,,,Alexander
Allen Charles,,,,Charles
Peters William,,,,William
Egerton William,,,,William
Besant Richard,,,,Richard
Balchen John ,,,,John
Benifold John ,,,m 10 Jul 1820 St Nicholas= Rochester= Rebecca Banks Mary bap 26 Aug 1821 Catherine b 7 Jul 1823,John
Utber John,,,,John
Whitfield James,,,,James
Lushington Charles May,,,,Charles
Halton John,,,,John
Cubitt Miles ,,,,Miles
Henderson George,,,,George
Rea Robert,,,,Robert
Biles James Smith , Milburn St Andrews Dorset,,m 9 Oct 1823 St Mary's= Rotherhithe= Elizabeth Louch= Ellen b 19 Aug 1824= James Louch b 4 Mar 1826= Anna b 29 Jan 1830= Elizabeth b 28 Dec 1831= Emma Brent bap 20 Jun 1834,James
Sneyd Edward,,,,Edward
Aitkin Alexander,,,,Alexander
Sturgeon James,,,,James
Whiteway John ,,,,John
Hogg Robert,,,,Robert
Terrell Gabriel ,,,m 20 Jul 1809 St Mary= Newington= Surrey= Matilda Smith Elizabeth b 24 Jul 1811,Gabriel
Stupart Henry,,,,Henry
Foster Joshua,,,,Joshua
Price Hannibal , St Peter Port Guernsey,,,Hannibal
Cousens William , St Olave's Chichester,,,William
Hepworth Faithfiill,,,,Faithfiill
Justice John,,,,John
Lewis Josiah,,,,Josiah
Naylor Thomas,,,,Thomas
Urmston Augustus Henry,,,m 20 Jun 1832 Edinburgh= Margaret Graham dau of Lt_Gen J. Graham Stirling,Augustus
Harvey John ,England,,,John
Hay Charles,,,,Charles
Smith Robert,,,,Robert
Edwards John,,,,John
Jones William Palmer , England,,,William
Norgate Stephen,,,,Stephen
Lashoone John,,,,John
Ralph Henry,,,,Henry
Boulcott Almon , West Ham Essex,custom house agent,,Almon
Minson Richard,,,,Richard
Serle Samuel , St Thomas's Winchester,,,Samuel
Evans Erasmus,,,,Erasmus
Hirmes Alexander,,,,Alexander
Hume Alexander,,,,Alexander
Huggins James,,,,James
Montford John,,,,John
Gibbon William,,,,William
Foreman William ,,,,William
Simpson Robert ,Scotland,,,Robert
Redman John,,,,John
Dobree John , St Peter Port Guernsey,,,John
Richmond John,,,,John
Rutter William, Epsom Surrey,,,William
Perkins James , St Bride's London,,,James
Woolmore Thomas ,England,,,Thomas
Carpenter John,,,,John
Jones Herbert , Llanbadarn Cardigan,,,Herbert
Grocock Samuel,,,,Samuel
Bluett James,,,,James
Cunningham Robert,,,,Robert
Bunn George,,,,George
Seward John,,,,John
Quoitt Robert,,,,Robert
Kellaway Robert ,,,,Robert
Brown George , Derby,,,George
Edmonds James , England,,,James
James David,,,,David
Stewart Peter,,,,Peter
Hawkey William , Liskeard Cornwall,,m Mananne Score,William
Crozier G,,,,G
Delaforce Charles,,,,Charles
Lloyd Henry,,,,Henry
Prince John ,,,,John
Laplain Joseph ,,,,Joseph
Winter Thomas ,,,,Thomas
Maud Joshua Glover,,,,Joshua
Magirmis James,,,,James
Kepling John,,,,John
Baker Stephen,,,,Stephen
Stoakes Charles ,,,,Charles
Pmkethman John,,,,John
Rogers Edward ,England,,,Edward
Buck George ,,,,George
Harper Bennett , SS Peter & Paul Bath,,,Bennett
Coates Thomas ,,,,Thomas
Gifford John,,,,John
Young Stewart,,,,Stewart
Livett George,,,,George
Butta Emanuel,,,,Emanuel
Everest Roger Barnston ,,,,Roger
MacRae William,,,,William
Smith Henry C , Ireland,,,Henry
Price David,,,,David
Daston Richard,,,,Richard
Warden William,,,,William
Harrison Henry , Spatree Cumberland,,,Henry
O'Dell Vere,,,,Vere
Baldwin Thomas ,,,,Thomas
Kempt Francis , Leith Midlothian,,,Francis
Davison Thomas,,,,Thomas
Bean Fowler Henry , Camberwell Surrey,,,Fowler
Lay William , Berwick Sussex,,,William
Greenaway Samuel,,,,Samuel
Scriven Thomas,,,,Thomas
Pillans Charles,,,,Charles
Baker William,,,,William
Winstanley Thomas,,,,Thomas
Dale James,,,,James
Tucker Thomas,,,,Thomas
Plimpton Richard,,,,Richard
Sexton John,,,,John
Cathcart Samuel,,,,Samuel
Troup John,,,,John
Cheap Thomas,,,,Thomas
Smith George,,,,George
Harwood Bartholomew,,,,Bartholomew
Bosley John ,,,,John
Davis Charles,,,,Charles
Rider Henry James , Leeds,,,Henry
Whitesett James,,,,James
Snell Robert ,,,,Robert
Morgan Philip , Llanridian Glamorgan,,,Philip
Moltino Francis , England,,,Francis
Saunders Charles,,,,Charles
Blake Benjamin,,,,Benjamin
Wheatley Henry,,,,Henry
Contrill Henry,,,,Henry
Drummond Edward,,,,Edward
Hough Samuel,,,,Samuel
Pitcher Edward , St Paul's Deptford,shipwright,,Edward
Ruck Thomas,,,,Thomas
Raitt John ,,,,John
Barnett John,,,,John
Cumberlege Stephen, England,,,Stephen
Carnochin John,,,,John
Warringtqn Henry , pa St John the Baptist London,,,Henry
North John,,,,John
Bootle Robert ,,,,Robert
Hall Henry ,England,sailmaker,,Henry
Angell Hanson,,,,Hanson
Uvedale Thomas ,,,,Thomas
Parker Francis ,,,,Francis
Gamble Francis,,,,Francis
Needham Daniel ,,,,Daniel
Lang Thomas,,,,Thomas
Oates Edward,,,,Edward
Lewis Frampton,,,,Frampton
Herne Thomas,,,,Thomas
Watson Alexander George,,,,Alexander
Mitchell Henry,,,,Henry
Bosernworth Lott,,,,Lott
Whitaker Matthew James,,,,Matthew
Sandys Thomas , Graythwaite Hall Hawkshead Lanes,,,Thomas
Young or Younge Joseph,,,,or
Peirson William,,,,William
Churchill William , Dumfries,,,William
Massey Charles,,,,Charles
Smith John Edward,,,,John
Kingston Thomas,,,,Thomas
Dalton Charles,,,,Charles
Chamberlain Martin,,,,Martin
Jay John,,,,John
Fisher Francis,,,,Francis
Bond George Augustus , Greenwich= Essex,mariner,m 25 Mar 1820 St Helena= Margaret Kennedy= Augusta Mary b 6 Dec 1821= Georgiana Maria b 14 Apr 1824= Margaret Essex b 6 Aug 1826= Caroline b 2 Jan 1828= Barwell George b 11 Jan 1830= Elizabeth Margaret b 25 Mar 1832= Matthew b 2 May 1834,George
Heslender Thomas M,,,,Thomas
Bailey Joseph ,,,,Joseph
Hopley Hugh,,,,Hugh
Bamby Robert,,,,Robert
Ellis Anthony ,,,,Anthony
Bowles William,,,,William
Naylor John,,,,John
Dowse John ,England,,,John
Beighton Samuel,,,,Samuel
Duffe John,,,,John
Hemmings Peniston,,,,Peniston
Leslie William,,,,William
Priddy Samuel,,,,Samuel
Forbes B,,,,B
Ogilvie Primrose,,,,Primrose
Whalley or Walley Samuel ,,,,or
Shaw Stephen W,,,,Stephen
Braithwaite John,,,,John
Stokes Samuel,,,,Samuel
Beeckman Daniel,,,,Daniel
High John,,,,John
Wavell James,,,,James
Giraud Edward Augustus,,,,Edward
Coates Christopher,,,,Christopher
Sampson Noah,,,,Noah
Gould William Robert , Covent Gdn London,,,William
Smith Haddon,,,,Haddon
Hay John , Dunbar East Lothian,merchant,,John
Onslow Thomas , St Giles Northampton,,,Thomas
Wood Richard,,,,Richard
Bean John,,,,John
Mangles Charles Edward , St John's Hackney Middx,,m 24 Mar 1831 St Martin_in_the_Fields= London= Rose Newcome James Henry bap 25 Sep 1832 Henry Albert bap 8 Sep 1833,Charles
Grierson Richard,,,,Richard
Gullen David,,,,David
Cape John ,,,,John
Harper William M,,,,William
Richardson George , St Anne's Limehouse London,capt,,George
Browne Adam,,,,Adam
Phelps John,,,,John
Parrott Thomas,,,,Thomas
Munro Thomas ,,,,Thomas
Cassau Govert ,,,,Govert
Price Robert,,,,Robert
Powell J,,,,J
Robertson Robert ,Scotland,,,Robert
Holditch Abraham,,,,Abraham
Sewell Robert,,,,Robert
Neve or Neave Robert ,England,,,or
Woolaston Daniel,,,,Daniel
Smith Offley,,,,Offley
Chaplain George F ,,,,George
Butler Charles William , St George's Hanover Sq London,rev,,Charles
Wilson John ,  All Saints' Huntingdon,surgeon,,John
Shepherd William Julius,,,,William
Gover Samuel,,,,Samuel
Montague Thomas ,,,,Thomas
Cahusac James,,,,James
Bassett Thomas,,,,Thomas
Gilchrist Archibald,,,,Archibald
Wilson Jonathan ,,,,Jonathan
Read William,,,,William
Shott Edward V,,,,Edward
Wright Jacob ,,,,Jacob
Pitt George ,,,,George
Richardson John Inman ,England,,,John
Colquhoun Roderick , Edinburgh,,,Roderick
Broome _?_,,,,_?_
Hewitson George ,,,,George
Buchanan Francis ,,,,Francis
Wilby Joseph ,,,,Joseph
Gardner Charles,,,,Charles
Williamson George ,Scotland,timber merchant,,George
Fitzgerald John,,,,John
Maidstone Nathaniel,,,,Nathaniel
Simpson Joseph,,,,Joseph
McNeal Alexander,,,,Alexander
Harrington James , St James's Piccadilly London,,m 8 Aug 1807 St Martin_in_the_Fields= London= Frances Matilda Carolina Kerry= of Lambeth Henry George priv bap 26 Jun 1808,James
Beardon Philip,,,,Philip
Gordon Hans ,,,,Hans
Maxwell Walter,,,,Walter
Dealey or Dealy Andrew , Greenwich Kent,gent,,or
Vallett Andrew,,,,Andrew
Leach Thomas , England,,,Thomas
Sampson Brooke,,,,Brooke
Hayward William,,,,William
Greaves John ,,,,John
Honner Joseph,,,,Joseph
Allen Joseph,,,,Joseph
McKinlay William , West Church pa Edinburgh ,,,William
Rogers William,,,,William
Timewell Robert,,,,Robert
Hirst Godfrey Swift , Northallerton Yorks,,,Godfrey
Edwards Thomas ,Whales,,,Thomas
Porter James , St Mary's Lambeth Surrey,,m Mary; James b 17 May 1811; Charlotte Elizabeth b 3 Jul 1813; William Henry b 25 Apr 1815; Joseph b 22 Aug 1817; Charles Sidney b 26 Jan 1821,James
Livesay John,,,,John
Curling Robert,,,,Robert
Osborn Thomas , Northampton,,,Thomas
Graves Edward,,,,Edward
Finch R T,,,,R
Patten William , Winslow Bucks,surgeon,,William
Jones Edward,,,,Edward
Waterman Giles,,,,Giles
Gillespie John,,,,John
McLennan Roderick ,,,,Roderick
Peace Charles , St Margaret's Westminster,,,Charles
Kempthorne John,,,,John
Munro John,,,,John
Campbell Dundas,,,,Dundas
Manley Henry , Wimbledon Surrey,,,Henry
Micklethwaite Edward,,,,Edward
Bailey or Baillie William,,,,or
Robertson William,,,,William
Cross Robert,,,,Robert
Playfair George ,,,,George
Dempster Philip ,,,,Philip
Cooper Thomas,,,,Thomas
MacGuffie Samuel,,,,Samuel
Coote Daniel,,,,Daniel
Duncan Henry,,,,Henry
Askew Hugh Bertram , Ford Northumberland,,,Hugh
Beaumont Thomas,,,,Thomas
McTaggart Thomas , Glenluce Galloway,,,Thomas
Harides Charles,,,,Charles
Garrack John,,,,John
Smallpiece Arthur , St Nicholas Guildford,,,Arthur
Denhorn Robert,,,,Robert
McCabe John,,,,John
Kent Henry,,,,Henry
Handle James , Grade Cornwall,,,James
Lowndes Henry,,,,Henry
Blackaller William,,,,William
Hardinge Richard ,England,,,Richard
Radford William.,,,,William.
Newman Richard,,,,Richard
Morrison Henry,,,,Henry
Gordon Henry,,,,Henry
Rallestraugh Nathaniel,,,,Nathaniel
Mercer James ,England,,,James
Gayer John,,,,John
Platt Edward Thomas ,,,,Edward
Higginson Charles,,,,Charles
Toussaint Jeremiah Richard James , St James' Piccadilly London,,,Jeremiah
Kettle Arnold,,,,Arnold
Brooks Richard,,,,Richard
Messer Adam,,,,Adam
Williams Robert , Loughton Essex,capt,,Robert
Preddis Arthur,,,,Arthur
Mason George , America,,,George
Cameron James ,,,,James
Hunt Madison,,,,Madison
Orr William,,,,William
Baillie Thomas,,,,Thomas
Kerr John,,,,John
Chester Samuel,,,,Samuel
Christie Charles , Baltimore America,,,Charles
Dobbie Richard ,,,,Richard
Senegal Lewis,,,,Lewis
Ford Thomas,,,,Thomas
MacQueen Gilbert,,,,Gilbert
Tarn Joseph,,,,Joseph
Batty Francis ,,,,Francis
Ackrill John,,,,John
Moline William ,,,,William
Pollock Robert,,,,Robert
Black Charles , Brechin Angus,,,Charles
Scales Adolphus,,,,Adolphus
Tolson John,,,,John
Lacam Francis,,,,Francis
Hillman Thomas , All Saints' Poplar Middx,,,Thomas
Blackwell John Robert , Lewisham Kent,,,John
Morgan Robert,,,,Robert
Ware William,,,,William
Goodsole John,,,,John
Musgrave Francis ,,,,Francis
Cummings William,,,,William
Baylis John , Stratford_on_Avon,,,John
Downs _?_,,,,_?_
Buck John,,,,John
Finlay James,,,,James
Blyth John,,,,John
Purnell William ,,,,William
Gunhouse Godfrey,,,,Godfrey
Waldie James,,,,James
Stratton George,,,,George
Castle Robert,,,,Robert
Ashton Robert , St John's Clerkenwell London,,,Robert
Connolly Archibald ,England,,m 22 Dec 1772 St James'= Westminster= Sarah dau of William Stone,Archibald
Rainbett William,,,,William
Garrick Robert,,,,Robert
Cossart George,,,,George
James Walter,,,,Walter
Coles William Blackburrow , England,,,William
Holland Thomas , St Anne's Limhouse London,mariner,,Thomas
Carr John,,,,John
Stephens or Stevens William,,,,or
Fidler George,,,,George
Campbell Alexander , Keilmoe Scotland,,,Alexander
Clough Francis ,,,,Francis
Shepherd John , Scotland,,,John
Suxpitch Robert,,,,Robert
Birkett Thomas G,,,,Thomas
Crockford Benjamin,,,,Benjamin
Arthur David ,,,,David
Sims John,,,,John
Clifton Philip,,,,Philip
Ridman Daniel ,,,,Daniel
Bent William Brindley ,St Marylebone London,,,William
Fenn Robert,,,,Robert
Walter David,,,,David
Pelly John jun,,,,John
Anson Joseph I,,,,Joseph
Armistead Thomas,,,,Thomas
Inwood John,,,,John
Powney Thomas,,,,Thomas
Harris William Harrison , London,,,William
Morrison George,,,,George
Cade Joseph,,,m Charlotte Eleanor b 7 Oct 1802 Joseph b 2 Dec 1803 William b 27 Apr 1807 Charlotte b 7 Dec 1809,Joseph
Browning John,,,,John
Martin Charles,,,,Charles
Russell Thomas,,,,Thomas
Hutt Richard ,,,,Richard
Lamb James,,,,James
Kilgour James,,,,James
Craggs John ,England,,,John
Thompson Edward,,,,Edward
Pullison Edward,,,,Edward
Jupp George,,,,George
Banister William,,,,William
Jennings John,,,,John
Roper W A,,,,W
Bonner Robert ,,,,Robert
Fryer Edmund ,,,,Edmund
Hatchett Lacey,,,,Lacey
Franck Robert,,,,Robert
Strode George,,,,George
Denham Nathaniel , St John's pa Hackney Middx,,,Nathaniel
Gardiner Ralph Dundas,,,,Ralph
Dalrymple Sir James Bart , St Giles Edinburgh,merchant and late Lord Provost,,Sir
Moir Oliver,,,,Oliver
Williams Ethelred,,,,Ethelred
Geddes John ,,,,John
Jessup Daniel,,,,Daniel
Markham Thomas,,,,Thomas
Dennis Richard ,England,,,Richard
Adamson John,,,,John
Westcott George sen ,,,,George
Gougard Jerome,,,,Jerome
Donne Charles ,England,,,Charles
Wallis John,,,,John
Gibson Thomas,,,,Thomas
Sturmer Samuel , Threadneedle St London,,m 25 Jul 1793 St John's= Hackney= Louisa Agier Louisa bap 25 Jul 1794 Frederick b 9 Apr 1804,Samuel
Wood Searles Valentine , England,,,Searles
Dyneley Birt , St George's Bloomsbury London,esq,,Birt
Goode Edward H,,,,Edward
Affleck Philip,,,,Philip
Langley William,,,,William
